"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","icao_code","iata_code","gps_code","local_code","home_link","wikipedia_link","keywords"
3,"AGGH","large_airport","Honiara International Airport","-9,428","160,054993",28,"OC","SB","SB-GU","Honiara","yes","AGGH","HIR","AGGH",,,"https://en.wikipedia.org/wiki/Honiara_International_Airport","Henderson Field"
4,"AGGM","medium_airport","Munda Airport","-8,32797","157,263",10,"OC","SB","SB-WE","Munda","yes","AGGM","MUA","AGGM",,,"https://en.wikipedia.org/wiki/Munda_Airport",
8,"ANYN","medium_airport","Nauru International Airport","-0,547458","166,919006",22,"OC","NR","NR-14","Yaren District","yes","ANYN","INU","ANYN",,,"https://en.wikipedia.org/wiki/Nauru_International_Airport",
314558,"AXF","medium_airport","Alxa Left Banner Bayanhot Airport","38,748317","105,58416",4560,"AS","CN","CN-15","Bayanhot","yes","ZBAL","AXF","ZBAL",,,"https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport",
35179,"AYBA","medium_airport","Baimuru Airport","-7,496955","144,821756",27,"OC","PG","PG-GPK","Baimuru","yes","AYBA","VMU","AYBA","BMU",,"https://en.wikipedia.org/wiki/Baimuru_Airport",
53,"AYBK","medium_airport","Buka Airport","-5,422299","154,672698",11,"OC","PG","PG-NSB","Buka Island","yes","AYBK","BUA","AYBK",,,"https://en.wikipedia.org/wiki/Buka_Airport",
35180,"AYBM","medium_airport","Balimo Airport","-8,050000191","142,9329987",51,"OC","PG","PG-WPD","Balimo","yes","AYBM","OPU","AYBM","BLI",,"https://en.wikipedia.org/wiki/Balimo_Airport",
54,"AYCH","medium_airport","Chimbu Airport","-6,024290085","144,970993",4974,"OC","PG","PG-CPK","Kundiawa","yes","AYCH","CMU","AYCH",,,"https://en.wikipedia.org/wiki/Chimbu_Airport",
55,"AYDU","medium_airport","Daru Airport","-9,08676","143,207993",20,"OC","PG","PG-WPD","Daru","yes","AYDU","DAU","AYDU",,,"https://en.wikipedia.org/wiki/Daru_Airport",
56,"AYGA","medium_airport","Goroka Airport","-6,081689835","145,3919983",5282,"OC","PG","PG-EHG","Goronka","yes","AYGA","GKA","AYGA",,,"https://en.wikipedia.org/wiki/Goroka_Airport",
57,"AYGN","medium_airport","Gurney Airport","-10,3114996","150,3339996",88,"OC","PG","PG-MBA","Gurney","yes","AYGN","GUR","AYGN",,,"https://en.wikipedia.org/wiki/Gurney_Airport",
58,"AYGR","medium_airport","Girua Airport","-8,80453968","148,3090057",311,"OC","PG","PG-NPP","Popondetta","yes","AYGR","PNP","AYGR",,,"https://en.wikipedia.org/wiki/Girua_Airport",
59,"AYHK","medium_airport","Hoskins Airport","-5,463846","150,407327",66,"OC","PG","PG-WBK","Kimbe","yes","AYHK","HKN","AYHK",,,"https://en.wikipedia.org/wiki/Hoskins_Airport",
60,"AYKM","medium_airport","Kerema Airport","-7,963610172","145,7709961",10,"OC","PG","PG-GPK","Kerema","yes","AYKM","KMA","AYKM",,,"https://en.wikipedia.org/wiki/Kerema_Airport",
61,"AYKV","medium_airport","Kavieng Airport","-2,579400063","150,8079987",7,"OC","PG","PG-NIK","Kavieng","yes","AYKV","KVG","AYKV",,,"https://en.wikipedia.org/wiki/Kavieng_Airport",
62,"AYMD","medium_airport","Madang Airport","-5,207079887","145,7890015",20,"OC","PG","PG-MPM","Madang","yes","AYMD","MAG","AYMD",,,"https://en.wikipedia.org/wiki/Madang_Airport",
63,"AYMH","medium_airport","Mount Hagen Kagamuga Airport","-5,828212","144,299412",5388,"OC","PG","PG-WHM","Mount Hagen","yes","AYMH","HGU","AYMH",,,"https://en.wikipedia.org/wiki/Mount_Hagen_Airport",
64,"AYMN","medium_airport","Mendi Airport","-6,14774","143,656998",5680,"OC","PG","PG-SHM","Mendi","yes","AYMN","MDU","AYMN",,,"https://en.wikipedia.org/wiki/Mendi_Airport",
65,"AYMO","medium_airport","Momote Airport","-2,06189","147,423996",12,"OC","PG","PG-MRL","Manus Island","yes","AYMO","MAS","AYMO",,,"https://en.wikipedia.org/wiki/Momote_Airport",
66,"AYNZ","medium_airport","Nadzab Airport","-6,569803","146,725977",239,"OC","PG","PG-MPL","Lae","yes","AYNZ","LAE","AYNZ",,,"https://en.wikipedia.org/wiki/Lae_Nadzab_Airport","MFO"
67,"AYPY","large_airport","Port Moresby Jacksons International Airport","-9,443380356","147,2200012",146,"OC","PG","PG-NCD","Port Moresby","yes","AYPY","POM","AYPY",,,"https://en.wikipedia.org/wiki/Jacksons_International_Airport",
68,"AYTK","medium_airport","Tokua Airport","-4,34046","152,380005",49,"OC","PG","PG-EBR","Kokopo","yes","AYTK","RAB","AYTK",,,"https://en.wikipedia.org/wiki/Rabaul_Airport",
69,"AYVN","medium_airport","Vanimo Airport","-2,6926","141,3028",10,"OC","PG","PG-SAN","Vanimo","yes","AYVN","VAI","AYVN",,,"https://en.wikipedia.org/wiki/Vanimo_Airport",
70,"AYWD","medium_airport","Wapenamanda Airport","-5,635293","143,892231",5889,"OC","PG","PG-EPW","Wapenamanda","yes","AYWD","WBM","AYWD",,,"https://en.wikipedia.org/wiki/Wapenamanda_Airport",
71,"AYWK","medium_airport","Wewak International Airport","-3,583830118","143,6690063",19,"OC","PG","PG-ESW","Wewak","yes","AYWK","WWK","AYWK",,,"https://en.wikipedia.org/wiki/Wewak_International_Airport",
44941,"AZ-0001","medium_airport","Zabrat Airport","40,494884","49,977065",36,"AS","AZ","AZ-BA","Zabrat","no","UBTT","ZXT","UBTT",,,"https://en.wikipedia.org/wiki/Zabrat_Airport",
31697,"BGAA","medium_airport","Aasiaat Airport","68,721802","-52,784698",74,"NA","GL","GL-QK","Aasiaat","yes","BGAA","JEG","BGAA",,"http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/","https://en.wikipedia.org/wiki/Aasiaat_Airport","Mittarfik Aasiaat, Aasiaat Lufthavn, Egedesminde"
113,"BGBW","medium_airport","Narsarsuaq Airport","61,1605","-45,425999",112,"NA","GL","GL-KU","Narsarsuaq","yes","BGBW","UAK","BGBW",,,"https://en.wikipedia.org/wiki/Narsarsuaq_Airport","Mittarfik Narsarsuaq"
114,"BGGH","large_airport","Nuuk International Airport","64,191066","-51,67914",283,"NA","GL","GL-SE","Nuuk","yes","BGGH","GOH","BGGH",,,"https://en.wikipedia.org/wiki/Nuuk_Airport","GodthÃ¥b, Nuussuaq, Mittarfik Nuuk, Nuuk International"
31694,"BGJN","medium_airport","Ilulissat Airport","69,243202","-51,057098",95,"NA","GL","GL-AV","Ilulissat","yes","BGJN","JAV","BGJN",,,"https://en.wikipedia.org/wiki/Ilulissat_Airport","Mittarfik Ilulissat, Ilulissat Lufthavn, Jakobshavn"
31786,"BGKK","medium_airport","Kulusuk Airport","65,573601","-37,1236",117,"NA","GL","GL-SE","Kulusuk","yes","BGKK","KUS","BGKK",,,"https://en.wikipedia.org/wiki/Kulusuk_Airport","Kap Dan, BGKD"
115,"BGSF","large_airport","Kangerlussuaq International Airport","67,010446","-50,715294",165,"NA","GL","GL-QA","Kangerlussuaq","yes","BGSF","SFJ","BGSF",,,"https://en.wikipedia.org/wiki/Kangerlussuaq_Airport","Bluie West 8, Sondrestrom Air Base, Sondrestromfjord Air Base"
31700,"BGSS","medium_airport","Sisimiut Airport","66,951302","-53,729301",33,"NA","GL","GL-QA","Sisimiut","yes","BGSS","JHS","BGSS",,"https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/","https://en.wikipedia.org/wiki/Sisimiut_Airport",
116,"BGTL","medium_airport","Pituffik Space Base","76,531197","-68,703201",251,"NA","GL","GL-AV","Pituffik","yes","BGTL","THU","BGTL",,,"https://en.wikipedia.org/wiki/Pituffik_Space_Base","Thule Air Base"
117,"BIAR","medium_airport","Akureyri International Airport","65,656573","-18,072018",6,"EU","IS","IS-6","Akureyri","yes","BIAR","AEY","BIAR",,"https://www.isavia.is/en/akureyri-airport","https://en.wikipedia.org/wiki/Akureyri_Airport",
119,"BIEG","medium_airport","EgilsstaÃ°ir Airport","65,28330231","-14,40139961",76,"EU","IS","IS-7","EgilsstaÃ°ir","yes","BIEG","EGS","BIEG",,,"https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport",
120,"BIHN","medium_airport","HornafjÃ¶rÃ°ur Airport","64,295601","-15,2272",24,"EU","IS","IS-8","HÃ¶fn","yes","BIHN","HFN","BIHN",,,"https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport",
121,"BIHU","medium_airport","HÃºsavÃ­k Airport","65,952301","-17,426001",48,"EU","IS","IS-6","HÃºsavÃ­k","yes","BIHU","HZK","BIHU",,,"https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport",
122,"BIIS","medium_airport","ÃsafjÃ¶rÃ°ur Airport","66,058098","-23,1353",8,"EU","IS","IS-4","ÃsafjÃ¶rÃ°ur","yes","BIIS","IFJ","BIIS",,"https://www.isavia.is/en/isafjordur-airport","https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport",
123,"BIKF","large_airport","Keflavik International Airport","63,985001","-22,6056",171,"EU","IS","IS-2","ReykjavÃ­k","yes","BIKF","KEF","BIKF",,"https://www.isavia.is/en/keflavik-airport","https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport","Keflavik Naval Air Station, REK"
125,"BIRK","medium_airport","ReykjavÃ­k Domestic Airport","64,128732","-21,93759",48,"EU","IS","IS-1","ReykjavÃ­k","yes","BIRK","RKV","BIRK",,,"https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport","REK"
126,"BISI","medium_airport","SiglufjÃ¶rÃ°ur Airport","66,137847","-18,908157",10,"EU","IS","IS-6","SiglufjÃ¶rÃ°ur","no","BISI","SIJ","BISI",,,"https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport",
128,"BIVM","medium_airport","Vestmannaeyjar Airport","63,42430115","-20,27890015",326,"EU","IS","IS-8","Vestmannaeyjar","no","BIVM","VEY","BIVM",,,"https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport",
4614,"BKPR","large_airport","PriÅ¡tina Adem Jashari International Airport","42,5728","21,035801",1789,"EU","XK","XK-01","Prishtina","yes","BKPR","PRN","BKPR",,"http://www.airportpristina.com/","https://en.wikipedia.org/wiki/Pristina_International_Airport","LYPR, Pristina, Slatina Air Base"
333222,"BR-0569","medium_airport","Glauber de Andrade Rocha Airport","-14,907885","-40,914804",2940,"SA","BR","BR-BA","VitÃ³ria da Conquista","yes","SBVC","VDC","SBVC","BA0005",,"https://en.wikipedia.org/wiki/Glauber_Rocha_Airport","SSVC"
664,"CBBC","medium_airport","Bella Bella (Campbell Island) Airport","52,185001","-128,156994",141,"NA","CA","CA-BC","Bella Bella","yes","CBBC","ZEL","CBBC","CBBC",,"https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport","BBC"
44157,"CN-0079","medium_airport","Shaoguan Danxia Airport","24,9786","113,420998",280,"AS","CN","CN-44","Shaoguan","yes","ZGSG","HSC","ZGSG",,,"https://en.wikipedia.org/wiki/Shaoguan_Danxia_Airport","Shaoguan Air Base, Shaoguan Guitou Airport"
44159,"CN-0081","medium_airport","Jinggangshan Airport","26,856899","114,737",281,"AS","CN","CN-36","Ji'an","yes","ZSGS","JGS","ZSGS",,,"https://en.wikipedia.org/wiki/Ji%27an_Jinggangshan_Airport","Tiahe Air Base, Ji'an Airport"
44232,"CN-0154","medium_airport","Jiaxing Airport / Jiaxing Air Base","30,705535","120,679779",17,"AS","CN","CN-33","Xiuzhou, Hangzhou","no","ZSJX","JNH","ZSJX",,,"https://en.wikipedia.org/wiki/Jiaxing_Airport",
350882,"CN-0236","medium_airport","Rikaze Dingri Airport","28,604567","86,798",14108,"AS","CN","CN-54","XigazÃª (Dingri)","yes","ZUDR","DDR","ZUDR",,,"https://en.wikipedia.org/wiki/Rikaze_Dingri_Airport","Shigatse Tingri"
350883,"CN-0237","medium_airport","Tashikuergan Hongqilafu Airport","37,661333","75,288877",10499,"AS","CN","CN-65","Tashikuergan","yes","ZWTK","HQL","ZWTK",,,"https://en.wikipedia.org/wiki/Tashkurgan_Airport",
355511,"CN-0354","medium_airport","Ali Pulan Airport","30,397898","81,13317",13943,"AS","CN","CN-54","Burang Town","no","ZUPL","APJ","ZUPL",,,"https://en.wikipedia.org/wiki/Ali_Pulan_Airport",
598595,"CN-0476","medium_airport","Bengbu Tenghu Airport (U.C.)","33,165808","117,057295",72,"AS","CN","CN-34","Bengbu","no","ZSBA","BFY","ZSBA",,,"https://en.wikipedia.org/wiki/Bengbu_Tenghu_Airport","èå è¾æ¹æºåº"
1654,"CYAG","medium_airport","Fort Frances Municipal Airport","48,655749","-93,44349",1125,"NA","CA","CA-ON","Fort Frances","yes","CYAG","YAG","CYAG",,,"https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport",
1655,"CYAH","medium_airport","La Grande-4 Airport","53,75469971","-73,6753006",1005,"NA","CA","CA-QC","La Grande-4","no","CYAH","YAH","CYAH",,,"https://en.wikipedia.org/wiki/La_Grande-4_Airport","YAH"
1657,"CYAM","medium_airport","Sault Ste Marie Airport","46,483216","-84,508467",630,"NA","CA","CA-ON","Sault Ste Marie","yes","CYAM","YAM","CYAM",,"http://www.saultairport.com/","https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport",
1658,"CYAQ","medium_airport","Kasabonika Airport","53,52470016","-88,64279938",672,"NA","CA","CA-ON","Kasabonika","yes","CYAQ","XKS","CYAQ",,,"https://en.wikipedia.org/wiki/Kasabonika_Airport","YAQ"
1662,"CYAV","medium_airport","Winnipeg / St. Andrews Airport","50,0564","-97,032501",760,"NA","CA","CA-MB","Winnipeg/Saint Andrews","yes","CYAV",,"CYAV",,,"https://en.wikipedia.org/wiki/Winnipeg/St._Andrews_Airport","YAV"
1664,"CYAX","medium_airport","Lac du Bonnet Airport","50,294399","-96,010002",850,"NA","CA","CA-MB","Lac du Bonnet","yes","CYAX",,"CYAX",,,"https://en.wikipedia.org/wiki/Lac_du_Bonnet_Airport","YAX"
1665,"CYAY","medium_airport","St. Anthony Airport","51,391909","-56,08321",108,"NA","CA","CA-NL","St. Anthony","yes","CYAY","YAY","CYAY",,,"https://en.wikipedia.org/wiki/St._Anthony_Airport",
1666,"CYAZ","medium_airport","Tofino / Long Beach Airport","49,079833","-125,775583",80,"NA","CA","CA-BC","Tofino","yes","CYAZ","YAZ","CYAZ",,"http://www.acrd.bc.ca/long-beach-airport","https://en.wikipedia.org/wiki/Tofino_Airport",
1669,"CYBC","medium_airport","Baie-Comeau Airport","49,1325","-68,204399",71,"NA","CA","CA-QC","Baie-Comeau","yes","CYBC","YBC","CYBC","YBC",,"https://en.wikipedia.org/wiki/Baie-Comeau_Airport",
1670,"CYBD","medium_airport","Bella Coola Airport","52,387501","-126,596001",117,"NA","CA","CA-BC","Bella Coola","yes","CYBD","QBC","CYBD",,,"https://en.wikipedia.org/wiki/Bella_Coola_Airport","YBD"
1672,"CYBF","medium_airport","Bonnyville Airport","54,304199","-110,744003",1836,"NA","CA","CA-AB","Bonnyville","yes","CYBF","YBY","CYBF",,"http://town.bonnyville.ab.ca/livingin/airport/index.html","https://en.wikipedia.org/wiki/Bonnyville_Airport","YBF"
1673,"CYBG","medium_airport","CFB Bagotville / Saguenay-Bagotville Airport","48,331908","-70,992909",522,"NA","CA","CA-QC","La Baie","yes","CYBG","YBG","CYBG",,,"https://en.wikipedia.org/wiki/CFB_Bagotville","Bagotville Airport"
1674,"CYBK","medium_airport","Baker Lake Airport","64,29889679","-96,07779694",59,"NA","CA","CA-NU","Baker Lake","yes","CYBK","YBK","CYBK",,,"https://en.wikipedia.org/wiki/Baker_Lake_Airport",
1675,"CYBL","medium_airport","Campbell River Airport","49,950802","-125,271004",346,"NA","CA","CA-BC","Campbell River","yes","CYBL","YBL","CYBL","YBL",,"https://en.wikipedia.org/wiki/Campbell_River_Airport",
1678,"CYBR","medium_airport","Brandon Municipal Airport","49,91","-99,951897",1343,"NA","CA","CA-MB","Brandon","yes","CYBR","YBR","CYBR",,,"https://en.wikipedia.org/wiki/Brandon_Airport",
1683,"CYBX","medium_airport","Lourdes-de-Blanc-Sablon Airport","51,4436","-57,185299",121,"NA","CA","CA-QC","Blanc-Sablon","yes","CYBX","YBX","CYBX",,,"https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport",
1685,"CYCB","medium_airport","Cambridge Bay Airport","69,10810089","-105,1380005",90,"NA","CA","CA-NU","Cambridge Bay","yes","CYCB","YCB","CYCB",,,"https://en.wikipedia.org/wiki/Cambridge_Bay_Airport",
1686,"CYCC","medium_airport","Cornwall Regional Airport","45,092637","-74,567724",175,"NA","CA","CA-ON","Cornwall","no","CYCC","YCC","CYCC",,,"https://en.wikipedia.org/wiki/Cornwall_Regional_Airport",
1687,"CYCD","medium_airport","Nanaimo Airport","49,05497","-123,869863",92,"NA","CA","CA-BC","Nanaimo","yes","CYCD","YCD","CYCD",,"https://www.nanaimoairport.com/","https://en.wikipedia.org/wiki/Nanaimo_Airport",
1688,"CYCE","medium_airport","Centralia / James T. Field Memorial Aerodrome","43,285599","-81,508301",824,"NA","CA","CA-ON","Huron Park","no","CYCE","YCE","CYCE","CYCE",,"https://en.wikipedia.org/wiki/Centralia/Huron_Airpark","RCAF Station Centralia, Huron Airpark"
1689,"CYCG","medium_airport","Castlegar/West Kootenay Regional Airport","49,296398","-117,632004",1624,"NA","CA","CA-BC","Castlegar","yes","CYCG","YCG","CYCG",,"https://www.wkrairport.ca/","https://en.wikipedia.org/wiki/Castlegar_Airport",
1690,"CYCH","medium_airport","Miramichi Airport","47,007801","-65,449203",108,"NA","CA","CA-NB","Miramichi","no","CYCH","YCH","CYCH",,,"https://en.wikipedia.org/wiki/Miramichi_Airport","CFB Chatham, RCAF Station Chatham"
1691,"CYCL","medium_airport","Charlo Airport","47,990799","-66,330299",132,"NA","CA","CA-NB","Charlo","yes","CYCL","YCL","CYCL",,,"https://en.wikipedia.org/wiki/Charlo_Airport",
1692,"CYCN","medium_airport","Cochrane Airport","49,10559845","-81,01360321",861,"NA","CA","CA-ON","Cochrane","no","CYCN","YCN","CYCN",,,"https://en.wikipedia.org/wiki/Cochrane_Airport",
1695,"CYCQ","medium_airport","Chetwynd Airport","55,68719864","-121,6269989",2000,"NA","CA","CA-BC","Chetwynd","no","CYCQ","YCQ","CYCQ",,,"https://en.wikipedia.org/wiki/Chetwynd_Airport",
1703,"CYDA","medium_airport","Dawson City Airport","64,04309845","-139,128006",1215,"NA","CA","CA-YT","Dawson City","yes","CYDA","YDA","CYDA",,,"https://en.wikipedia.org/wiki/Dawson_City_Airport",
1704,"CYDB","medium_airport","Burwash Airport","61,371101","-139,041",2647,"NA","CA","CA-YT","Burwash Landing","no","CYDB","YDB","CYDB",,,"https://en.wikipedia.org/wiki/Burwash_Airport",
1706,"CYDF","medium_airport","Deer Lake Airport","49,2108","-57,391399",72,"NA","CA","CA-NL","Deer Lake","yes","CYDF","YDF","CYDF",,"https://deerlakeairport.com/","https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland)",
1709,"CYDM","medium_airport","Ross River Airport","61,97060013","-132,4230042",2314,"NA","CA","CA-YT","Ross River","no","CYDM","XRR","CYDM","YDM",,"https://en.wikipedia.org/wiki/Ross_River_Airport",
1710,"CYDN","medium_airport","Dauphin Barker Airport","51,1008","-100,052002",999,"NA","CA","CA-MB","Dauphin","yes","CYDN","YDN","CYDN",,,"https://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport)",
1711,"CYDO","medium_airport","Dolbeau-Saint-Felicien Airport","48,7785","-72,375",372,"NA","CA","CA-QC","Dolbeau-Saint-Felicien","no","CYDO","YDO","CYDO",,,"https://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport","Dolbeau St Methode"
1713,"CYDQ","medium_airport","Dawson Creek Airport","55,741245","-120,183263",2148,"NA","CA","CA-BC","Dawson Creek","no","CYDQ","YDQ","CYDQ",,,"https://en.wikipedia.org/wiki/Dawson_Creek_Airport",
1717,"CYEG","large_airport","Edmonton International Airport","53,3097","-113,580002",2373,"NA","CA","CA-AB","Edmonton","yes","CYEG","YEG","CYEG","CYEG","http://www.edmontonairports.com/","https://en.wikipedia.org/wiki/Edmonton_International_Airport",
1719,"CYEL","medium_airport","Elliot Lake Municipal Airport","46,35139847","-82,56140137",1087,"NA","CA","CA-ON","Elliot Lake","no","CYEL","YEL","CYEL",,"http://cyelont.tripod.com/cyel/","https://en.wikipedia.org/wiki/Elliot_Lake_Municipal_Airport",
1720,"CYEM","medium_airport","Manitoulin East Municipal Airport","45,842435","-81,857595",869,"NA","CA","CA-ON","Sheguiandah","no","CYEM","YEM","CYEM",,,"https://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport",
1721,"CYEN","medium_airport","Estevan Airport","49,21030045","-102,9660034",1905,"NA","CA","CA-SK","Estevan","no","CYEN","YEN","CYEN",,,"https://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome","YEN"
1724,"CYET","medium_airport","Edson Airport","53,57889938","-116,4649963",3043,"NA","CA","CA-AB","Edson","no","CYET","YET","CYET",,,"https://en.wikipedia.org/wiki/Edson_Airport",
1726,"CYEV","medium_airport","Inuvik Mike Zubko Airport","68,30419922","-133,4830017",224,"NA","CA","CA-NT","Inuvik","yes","CYEV","YEV","CYEV",,,"https://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport",
1727,"CYEY","medium_airport","Amos/Magny Airport","48,563903","-78,249702",1068,"NA","CA","CA-QC","Amos","no","CYEY","YEY","CYEY",,,"https://en.wikipedia.org/wiki/Amos/Magny_Airport",
1729,"CYFB","large_airport","Iqaluit Airport","63,756402","-68,555801",110,"NA","CA","CA-NU","Iqaluit","yes","CYFB","YFB","CYFB",,,"https://en.wikipedia.org/wiki/Iqaluit_Airport","Frobisher Bay Air Base"
1730,"CYFC","medium_airport","Fredericton Airport","45,8689003","-66,53720093",68,"NA","CA","CA-NB","Fredericton","yes","CYFC","YFC","CYFC",,,"https://en.wikipedia.org/wiki/Greater_Fredericton_Airport",
1732,"CYFE","medium_airport","Forestville Airport","48,74610138","-69,09719849",293,"NA","CA","CA-QC","Forestville","no","CYFE","YFE","CYFE",,,"https://en.wikipedia.org/wiki/Forestville_Airport",
1734,"CYFJ","medium_airport","Mont-Tremblant International Airport","46,409401","-74,779999",827,"NA","CA","CA-QC","La Macaza","no","CYFJ","YTM","CYFJ",,"http://www.mtia.ca/","https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport","YFJ"
1736,"CYFR","medium_airport","Fort Resolution Airport","61,18080139","-113,6900024",526,"NA","CA","CA-NT","Fort Resolution","no","CYFR","YFR","CYFR",,,"https://en.wikipedia.org/wiki/Fort_Resolution_Airport","YFR"
1737,"CYFS","medium_airport","Fort Simpson Airport","61,7602005","-121,2369995",555,"NA","CA","CA-NT","Fort Simpson","yes","CYFS","YFS","CYFS",,,"https://en.wikipedia.org/wiki/Fort_Simpson_Airport",
1743,"CYGK","medium_airport","Kingston Norman Rogers Airport","44,2253","-76,596901",305,"NA","CA","CA-ON","Kingston","no","CYGK","YGK","CYGK",,"http://www.ygkairport.com","https://en.wikipedia.org/wiki/Kingston/Norman_Rogers_Airport",
1744,"CYGL","medium_airport","La Grande RiviÃ¨re Airport","53,62530136","-77,70420074",639,"NA","CA","CA-QC","La Grande RiviÃ¨re","yes","CYGL","YGL","CYGL",,,"https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport",
1745,"CYGM","medium_airport","Gimli Industrial Park Airport","50,62810135","-97,04329681",753,"NA","CA","CA-MB","Gimli","no","CYGM","YGM","CYGM",,,"https://en.wikipedia.org/wiki/Gimli_Industrial_Park_Airport",
1747,"CYGP","medium_airport","Michel-Pouliot GaspÃ© Airport","48,774915","-64,481893",112,"NA","CA","CA-QC","GaspÃ©","yes","CYGP","YGP","CYGP",,,"https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport",
1748,"CYGQ","medium_airport","Geraldton Greenstone Regional Airport","49,77830124","-86,93939972",1144,"NA","CA","CA-ON","Geraldton","no","CYGQ","YGQ","CYGQ",,,"https://en.wikipedia.org/wiki/Geraldton_(Greenstone_Regional)_Airport",
1749,"CYGR","medium_airport","Ãles-de-la-Madeleine Airport","47,425242","-61,778612",35,"NA","CA","CA-QC","Les Ãles-de-la-Madeleine","yes","CYGR","YGR","CYGR",,,"https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport",
1751,"CYGV","medium_airport","Havre-Saint-Pierre Airport","50,281898","-63,611401",124,"NA","CA","CA-QC","Havre-Saint-Pierre","yes","CYGV","YGV","CYGV",,,"https://en.wikipedia.org/wiki/Havre_St-Pierre_Airport",
1752,"CYGW","medium_airport","Kuujjuarapik Airport","55,2818985","-77,76529694",34,"NA","CA","CA-QC","Kuujjuarapik","yes","CYGW","YGW","CYGW",,,"https://en.wikipedia.org/wiki/Kuujjuarapik_Airport",
1757,"CYHD","medium_airport","Dryden Regional Airport","49,831699","-92,744202",1354,"NA","CA","CA-ON","Dryden","no","CYHD","YHD","CYHD",,,"https://en.wikipedia.org/wiki/Dryden_Regional_Airport",
1759,"CYHF","medium_airport","Hearst RenÃ© Fontaine Municipal Airport","49,71419907","-83,68609619",827,"NA","CA","CA-ON","Hearst","no","CYHF","YHF","CYHF",,,"https://en.wikipedia.org/wiki/Hearst_(Ren%C3%A9_Fontaine)_Municipal_Airport",
1763,"CYHM","medium_airport","John C. Munro Hamilton International Airport","43,17359924","-79,93499756",780,"NA","CA","CA-ON","Hamilton","yes","CYHM","YHM","CYHM",,"http://www.flyhi.ca/","https://en.wikipedia.org/wiki/Hamilton/John_C._Munro_International_Airport","Mount Hope Airport"
1764,"CYHN","medium_airport","Hornepayne Municipal Airport","49,19309998","-84,7589035",1099,"NA","CA","CA-ON","Hornepayne","no","CYHN","YHN","CYHN",,,"https://en.wikipedia.org/wiki/Hornepayne_Municipal_Airport",
1767,"CYHT","medium_airport","Haines Junction Airport","60,7892","-137,546005",2150,"NA","CA","CA-YT","Haines Junction","no","CYHT","YHT","CYHT",,,"https://en.wikipedia.org/wiki/Haines_Junction_Airport",
1768,"CYHU","medium_airport","MontrÃ©al / Saint-Hubert Metropolitan Airport","45,517502","-73,416901",90,"NA","CA","CA-QC","MontrÃ©al","yes","CYHU","YHU","CYHU",,"http://www.dashl.ca/","https://en.wikipedia.org/wiki/Montr%C3%A9al/St-Hubert_Airport",
1769,"CYHY","medium_airport","Hay River / Merlyn Carter Airport","60,83969879","-115,7829971",541,"NA","CA","CA-NT","Hay River","yes","CYHY","YHY","CYHY",,,"https://en.wikipedia.org/wiki/Hay_River_Airport",
1770,"CYHZ","large_airport","Halifax / Stanfield International Airport","44,88079834","-63,50859833",477,"NA","CA","CA-NS","Halifax","yes","CYHZ","YHZ","CYHZ",,"http://www.hiaa.ca/","https://en.wikipedia.org/wiki/Halifax_International_Airport","Robert L. Stanfield International Airport"
1771,"CYIB","medium_airport","Atikokan Municipal Airport","48,773899","-91,638603",1408,"NA","CA","CA-ON","Atikokan","no","CYIB","YIB","CYIB",,"http://www.atikokaninfo.com/community/transportation/airport/","https://en.wikipedia.org/wiki/Atikokan_Municipal_Airport",
1772,"CYID","medium_airport","Digby / Annapolis Regional Airport","44,54584504","-65,78542471",499,"NA","CA","CA-NS","Digby","no","CYID","YDG","CYID",,,"https://en.wikipedia.org/wiki/Digby_Airport","YID"
