"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","icao_code","iata_code","gps_code","local_code","home_link","wikipedia_link","keywords"
2574,"ENDU","medium_airport","Bardufoss Airport","69,055801","18,5404",252,"EU","NO","NO-55","MÃ¥lselv","yes","ENDU","BDU","ENDU",,"https://avinor.no/en/airport/bardufoss-airport/","https://en.wikipedia.org/wiki/Bardufoss_Airport",
2575,"ENEV","medium_airport","Harstad/Narvik Airport, Evenes","68,49130249","16,67810059",84,"EU","NO","NO-18","Evenes","yes","ENEV","EVE","ENEV",,"https://avinor.no/en/airport/harstadnarvik-airport/","https://en.wikipedia.org/wiki/Harstad/Narvik_Airport%2C_Evenes","Harstad/Narvik lufthavn, Evenes"
2577,"ENFL","medium_airport","FlorÃ¸ Airport","61,58359909","5,024720192",37,"EU","NO","NO-46","FlorÃ¸","yes","ENFL","FRO","ENFL",,"https://avinor.no/en/airport/floro-airport/","https://en.wikipedia.org/wiki/Flor%C3%B8_Airport","Floro"
2578,"ENGM","large_airport","Oslo-Gardermoen International Airport","60,193901","11,1004",681,"EU","NO","NO-32","Oslo (Gardermoen)","yes","ENGM","OSL","ENGM",,"https://avinor.no/en/airport/oslo-airport","https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
2579,"ENHD","medium_airport","Haugesund Airport, KarmÃ¸y","59,345299","5,20836",86,"EU","NO","NO-11","KarmÃ¸y","yes","ENHD","HAU","ENHD",,"https://flyhau.no/","https://en.wikipedia.org/wiki/Haugesund_Airport%2C_Karm%C3%B8y","Karmoy"
28115,"ENHF","medium_airport","Hammerfest Airport","70,679703","23,6686",266,"EU","NO","NO-56","Hammerfest","yes","ENHF","HFT","ENHF",,"https://avinor.no/en/airport/hammerfest-airport/","https://en.wikipedia.org/wiki/Hammerfest_Airport",
29261,"ENHV","medium_airport","HonningsvÃ¥g Airport, Valan","71,009697","25,983601",44,"EU","NO","NO-56","HonningsvÃ¥g","yes","ENHV","HVG","ENHV",,"https://avinor.no/en/airport/honningsvag-airport/","https://en.wikipedia.org/wiki/Valan_Airport",
2581,"ENKB","medium_airport","Kristiansund Airport, Kvernberget","63,111801","7,82452",204,"EU","NO","NO-15","Kvernberget","yes","ENKB","KSU","ENKB",,"https://avinor.no/en/airport/kristiansund-airport/","https://en.wikipedia.org/wiki/Kristiansund_Airport%2C_Kvernberget","Kristiansund lufthavn, Kvernberget"
2583,"ENKR","medium_airport","Kirkenes Airport, HÃ¸ybuktmoen","69,7258","29,8913",283,"EU","NO","NO-56","Kirkenes","yes","ENKR","KKN","ENKR",,"https://avinor.no/en/airport/kirkenes-airport/","https://en.wikipedia.org/wiki/Kirkenes_Airport%2C_H%C3%B8ybuktmoen",
29264,"ENLK","medium_airport","Leknes Airport","68,15249634","13,6093998",78,"EU","NO","NO-18","Leknes","yes","ENLK","LKN","ENLK",,"https://avinor.no/en/airport/leknes-airport/","https://en.wikipedia.org/wiki/Leknes_Airport","Leknes lufthavn"
29265,"ENMH","medium_airport","Mehamn Airport","71,029701","27,8267",39,"EU","NO","NO-56","Mehamn","yes","ENMH","MEH","ENMH",,"https://avinor.no/en/airport/mehamn-airport/","https://en.wikipedia.org/wiki/Mehamn_Airport",
2585,"ENML","medium_airport","Molde Airport, ÃrÃ¸","62,744701","7,2625",10,"EU","NO","NO-15","ÃrÃ¸","yes","ENML","MOL","ENML",,"https://avinor.no/en/airport/molde-airport/","https://en.wikipedia.org/wiki/Molde_Airport%2C_%C3%85r%C3%B8","Aro"
2586,"ENMS","medium_airport","MosjÃ¸en Airport, KjÃ¦rstad","65,783997","13,2149",237,"EU","NO","NO-18","MosjÃ¸en","yes","ENMS","MJF","ENMS",,"https://avinor.no/en/airport/mosjoen-airport/","https://en.wikipedia.org/wiki/Mosj%C3%B8en_Airport%2C_Kj%C3%A6rstad",
2587,"ENNA","medium_airport","Lakselv Airport, Banak","70,068802","24,973499",25,"EU","NO","NO-56","Lakselv","yes","ENNA","LKL","ENNA",,"https://avinor.no/en/airport/lakselv-airport/","https://en.wikipedia.org/wiki/Lakselv_Airport%2C_Banak","North Cape Airport"
2588,"ENNO","medium_airport","Notodden Airport","59,565071","9,213152",63,"EU","NO","NO-40","Notodden","no","ENNO","NTB","ENNO",,"http://www.notodden-flyplass.no/","https://en.wikipedia.org/wiki/Notodden_Airport%2C_Tuven",
2589,"ENOL","medium_airport","Ãrland Airport","63,69889832","9,604000092",28,"EU","NO","NO-50","Ãrland","yes","ENOL","OLA","ENOL",,,"https://en.wikipedia.org/wiki/Brekstad_Airport%2C_%C3%98rland","Orland"
28114,"ENOV","medium_airport","Ãrsta-Volda Airport, Hovden","62,18000031","6,074100018",243,"EU","NO","NO-15","Ãrsta","yes","ENOV","HOV","ENOV",,"https://avinor.no/en/airport/orsta-volda-airport/","https://en.wikipedia.org/wiki/%C3%98rsta-Volda_Airport%2C_Hovden",
29277,"ENRA","medium_airport","Mo i Rana Airport, RÃ¸ssvoll","66,36389923","14,30140018",229,"EU","NO","NO-18","Mo i Rana","yes","ENRA","MQN","ENRA",,"https://avinor.no/en/airport/mo-i-rana-airport/","https://en.wikipedia.org/wiki/Mo_i_Rana_Airport%2C_R%C3%B8ssvoll",
29278,"ENRM","medium_airport","RÃ¸rvik Airport, Ryum","64,83830261","11,14610004",14,"EU","NO","NO-50","RÃ¸rvik","yes","ENRM","RVK","ENRM",,"https://avinor.no/en/airport/rorvik-airport/","https://en.wikipedia.org/wiki/R%C3%B8rvik_Airport%2C_Ryum",
2591,"ENRO","medium_airport","RÃ¸ros Airport","62,57839966","11,34230042",2054,"EU","NO","NO-50","RÃ¸ros","yes","ENRO","RRS","ENRO",,"https://avinor.no/en/airport/roros-airport/","https://en.wikipedia.org/wiki/R%C3%B8ros_Airport","Roros"
2592,"ENRY","medium_airport","Moss Airport, Rygge","59,378817","10,785439",174,"EU","NO","NO-31","Oslo","no","ENRY",,"ENRY",,"http://www.en.ryg.no/","https://en.wikipedia.org/wiki/Moss_Airport%2C_Rygge","Moss lufthavn Rygge, Rygge Air Station, RYG"
2593,"ENSB","medium_airport","Svalbard Airport, Longyear","78,24610138","15,46560001",88,"EU","NO","NO-21","Longyearbyen","yes","ENSB","LYR","ENSB",,"https://avinor.no/en/airport/svalbard-airport/","https://en.wikipedia.org/wiki/Svalbard_Airport%2C_Longyear",
29281,"ENSH","medium_airport","SvolvÃ¦r Airport, Helle","68,243301","14,6692",27,"EU","NO","NO-18","SvolvÃ¦r","yes","ENSH","SVJ","ENSH",,"https://avinor.no/en/airport/svolvar-airport/","https://en.wikipedia.org/wiki/Svolv%C3%A6r_Airport%2C_Helle","SvolvÃ¦r lufthavn, Helle"
29282,"ENSK","medium_airport","Stokmarknes Airport, Skagen","68,578827","15,033417",11,"EU","NO","NO-18","Hadsel","yes","ENSK","SKN","ENSK",,"https://avinor.no/en/airport/stokmarknes-airport/","https://en.wikipedia.org/wiki/Stokmarknes_Airport%2C_Skagen","Stokmarknes lufthavn, Skagen"
2594,"ENSN","medium_airport","Skien Airport","59,185001","9,56694",463,"EU","NO","NO-40","Geiteryggen","no","ENSN",,"ENSN",,,"https://en.wikipedia.org/wiki/Skien_Airport%2C_Geiteryggen","SKE"
2595,"ENSO","medium_airport","Stord Airport, SÃ¸rstokken","59,791901","5,34085",160,"EU","NO","NO-46","Leirvik","yes","ENSO","SRP","ENSO",,,"https://en.wikipedia.org/wiki/Stord_Airport%2C_S%C3%B8rstokken","Sorstokken, SÃ¸rstokken"
2596,"ENSR","medium_airport","SÃ¸rkjosen Airport","69,786797","20,9594",16,"EU","NO","NO-55","SÃ¸rkjosen","yes","ENSR","SOJ","ENSR",,"https://avinor.no/en/airport/sorkjosen-airport/","https://en.wikipedia.org/wiki/S%C3%B8rkjosen_Airport",
2597,"ENSS","medium_airport","VardÃ¸ Airport, Svartnes","70,3554","31,044901",42,"EU","NO","NO-56","VardÃ¸","yes","ENSS","VAW","ENSS",,"https://avinor.no/en/airport/vardo-airport/","https://en.wikipedia.org/wiki/Vard%C3%B8_Airport%2C_Svartnes",
2598,"ENST","medium_airport","SandnessjÃ¸en Airport, Stokka","65,956802","12,4689",56,"EU","NO","NO-18","Alstahaug","yes","ENST","SSJ","ENST",,"https://avinor.no/en/airport/sandnessjoen-airport/","https://en.wikipedia.org/wiki/Sandnessj%C3%B8en_Airport%2C_Stokka",
2599,"ENTC","large_airport","TromsÃ¸ Airport, Langnes","69,683296","18,9189",31,"EU","NO","NO-55","TromsÃ¸","yes","ENTC","TOS","ENTC",,"http://www.avinor.no/en/airport/tromso","https://en.wikipedia.org/wiki/Troms%C3%B8_Airport","Langnes, TromsÃ¸ya, Tromso"
2600,"ENTO","medium_airport","Sandefjord Airport, Torp","59,186699","10,2586",286,"EU","NO","NO-39","Torp","yes","ENTO","TRF","ENTO",,"https://torp.no/en/welcome-to-torp-sandefjord-airport/","https://en.wikipedia.org/wiki/Sandefjord_Airport%2C_Torp",
2601,"ENVA","large_airport","Trondheim Airport, VÃ¦rnes","63,457802","10,924",56,"EU","NO","NO-50","Trondheim","yes","ENVA","TRD","ENVA",,"https://avinor.no/en/airport/trondheim-airport/","https://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes",
29284,"ENVD","medium_airport","VadsÃ¸ Airport","70,0653","29,8447",127,"EU","NO","NO-56","VadsÃ¸","yes","ENVD","VDS","ENVD",,"https://avinor.no/en/airport/vadso-airport/","https://en.wikipedia.org/wiki/Vads%C3%B8_Airport",
2602,"ENZV","large_airport","Stavanger Airport, Sola","58,876701","5,63778",29,"EU","NO","NO-11","Stavanger","yes","ENZV","SVG","ENZV",,"http://www.avinor.no/en/airport/stavanger/","https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2604,"EPBY","medium_airport","Bydgoszcz Ignacy Jan Paderewski Airport","53,096802","17,977699",235,"EU","PL","PL-KP","Bydgoszcz","yes","EPBY","BZG","EPBY",,"http://www.plb.pl/","https://en.wikipedia.org/wiki/Bydgoszcz_Ignacy_Jan_Paderewski_Airport","Szwederowo, Bromberg"
2605,"EPCE","medium_airport","Cewice Naval Air Base","54,416525","17,765734",495,"EU","PL","PL-PM","Siemirowice","no","EPCE",,"EPCE",,,,
2607,"EPDE","medium_airport","Deblin Military Air Base","51,551021","21,892322",392,"EU","PL","PL-LU","DÄblin","no","EPDE",,"EPDE",,,,"WyÅ¼sza SzkoÅa Oficerska SiÅ Powietrznych"
2608,"EPGD","large_airport","GdaÅsk Lech WaÅÄsa Airport","54,377602","18,4662",489,"EU","PL","PL-PM","GdaÅsk","yes","EPGD","GDN","EPGD",,"http://www.airport.gdansk.pl/","https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport","GdaÅsk-RÄbiechowo"
29975,"EPIR","medium_airport","Inowroclaw Military Air Base","52,829399","18,330601",259,"EU","PL","PL-KP",,"no","EPIR",,"EPIR",,,,
2609,"EPKK","large_airport","KrakÃ³w John Paul II International Airport","50,077702","19,7848",791,"EU","PL","PL-MA","Balice","yes","EPKK","KRK","EPKK",,"http://www.krakowairport.pl/en/","https://en.wikipedia.org/wiki/KrakÃ³w_John_Paul_II_International_Airport","Krakov"
2613,"EPKT","large_airport","Katowice Wojciech Korfanty International Airport","50,476015","19,080705",995,"EU","PL","PL-SL","Katowice","yes","EPKT","KTW","EPKT",,"http://katowice.airport.com","https://en.wikipedia.org/wiki/Katowice_International_Airport","Pyrzowice, DÄbrowa GÃ³rnicza, Katowice, Silesia, GOP, Silesia Metropolis, Gliwice, Piekary ÅlÄskie, Bytom, Zabrze, Sosnowiec"
309484,"EPLB","large_airport","Lublin Airport","51,240157","22,713461",633,"EU","PL","PL-LU","Lublin","yes","EPLB","LUZ","EPLB",,,"https://en.wikipedia.org/wiki/Lublin_Airport",
2616,"EPLL","large_airport","ÅÃ³dÅº WÅadysÅaw Reymont Airport","51,721901","19,3981",604,"EU","PL","PL-LD","ÅÃ³dÅº","yes","EPLL","LCJ","EPLL",,"https://www.lodz-airport.pl/en","https://en.wikipedia.org/wiki/%C5%81%C3%B3d%C5%BA_W%C5%82adys%C5%82aw_Reymont_Airport","Lublinek"
31015,"EPLY","medium_airport","LeÅºnica Wielka Air Base","52,004945","19,143792",404,"EU","PL","PL-LD","LeÅºnica Wielka","no","EPLY",,"EPLY",,,,"Leczyca, ÅÄczyca"
2622,"EPMO","medium_airport","Modlin Airport","52,451099","20,6518",341,"EU","PL","PL-MZ","Nowy DwÃ³r Mazowiecki","yes","EPMO","WMI","EPMO",,"http://modlinairport.pl/","https://en.wikipedia.org/wiki/Warsaw_Modlin_Airport","Warsaw, Warszawa"
2625,"EPPO","large_airport","PoznaÅ-Åawica Airport","52,421598","16,823359",308,"EU","PL","PL-WP","PoznaÅ","yes","EPPO","POZ","EPPO",,"https://poznanairport.pl","https://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport","PoznaÅâÅawica Henryk Wieniawski Airport"
2628,"EPRA","medium_airport","Warsaw Radom Airport","51,38937","21,214742",610,"EU","PL","PL-MZ","Radom","yes","EPRA","RDO","EPRA",,"http://lotnisko-radom.eu/pl/","https://en.wikipedia.org/wiki/Warsaw_Radom_Airport","Radom Military Air Base, Radom-SadkÃ³w Airport, Warszawa-Radom, Lotnisko Warszawa-Radom im. BohaterÃ³w Radomskiego Czerwca 1976 Roku, Heroes of Radom June 1976 Warsaw Radom"
2629,"EPRZ","large_airport","RzeszÃ³w-Jasionka Airport","50,109791","22,024155",693,"EU","PL","PL-PK","Jasionka","yes","EPRZ","RZE","EPRZ",,"https://www.rzeszowairport.pl","https://en.wikipedia.org/wiki/Rzesz%C3%B3w-Jasionka_Airport",
2630,"EPSC","medium_airport","Solidarity SzczecinâGoleniÃ³w Airport","53,584702","14,9022",154,"EU","PL","PL-ZP","Glewice","yes","EPSC","SZZ","EPSC",,"http://www.airport.com.pl/en/index.php","https://en.wikipedia.org/wiki/Szczecin-Goleni%C3%B3w_%22Solidarno%C5%9B%C4%87%22_Airport","SolidarnoÅÄ"
2633,"EPSN","medium_airport","Swidwin Military Air Base","53,7906","15,8263",394,"EU","PL","PL-ZP",,"no","EPSN",,"EPSN",,,,
2635,"EPSY","medium_airport","Olsztyn-Mazury Airport","53,481899","20,9377",463,"EU","PL","PL-WN","Szymany","yes","EPSY","SZY","EPSY",,"http://mazuryairport.pl/","https://en.wikipedia.org/wiki/Olsztyn-Mazury_Airport",
31016,"EPTM","medium_airport","TomaszÃ³w Mazowiecki Military Air Base","51,5844","20,097799",571,"EU","PL","PL-LD","Nowy Glinnik","no","EPTM",,"EPTM",,,,
2637,"EPWA","large_airport","Warsaw Chopin Airport","52,165699","20,9671",362,"EU","PL","PL-MZ","Warsaw","yes","EPWA","WAW","EPWA",,"http://www.lotnisko-chopina.pl/?lang=en","https://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport","OkÄcie, Warszawa"
2638,"EPWR","large_airport","Copernicus WrocÅaw Airport","51,103719","16,882096",404,"EU","PL","PL-DS","WrocÅaw","yes","EPWR","WRO","EPWR",,"http://www.airport.wroclaw.pl/en/index.php","https://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw","Strachowice, Breslau, Wroclaw"
2639,"EPZG","medium_airport","Zielona GÃ³ra-Babimost Airport","52,1385","15,7986",194,"EU","PL","PL-LB","Nowe Kramsko","yes","EPZG","IEG","EPZG",,"http://www.lotnisko.zielonagora.pl/","https://en.wikipedia.org/wiki/Zielona_G%C3%B3ra_Airport",
2643,"ESCF","medium_airport","Malmen Air Base","58,397666","15,522422",308,"EU","SE","SE-E","LinkÃ¶ping","no","ESCF",,"ESCF",,,"https://en.wikipedia.org/wiki/Malmen_Airbase",
2646,"ESDF","medium_airport","Ronneby Airport","56,266701","15,265",191,"EU","SE","SE-K","Ronneby","yes","ESDF","RNB","ESDF",,"https://www.swedavia.com/ronneby/","https://en.wikipedia.org/wiki/Ronneby_Airport",
2647,"ESFR","medium_airport","RÃ¥da Air Base","58,4981","13,0532",230,"EU","SE","SE-Q","RÃ¥da","no","ESFR",,"ESFR",,,"https://sv.wikipedia.org/wiki/R%C3%A5da_flygbas",
2648,"ESGG","large_airport","GÃ¶teborg Landvetter Airport","57,6628","12,2798",506,"EU","SE","SE-Q","GÃ¶teborg","yes","ESGG","GOT","ESGG",,"https://www.swedavia.com/landvetter/","https://en.wikipedia.org/wiki/G%C3%B6teborg_Landvetter_Airport","GÃ¶teborg-Landvetter, Gothenburg"
2649,"ESGJ","medium_airport","JÃ¶nkÃ¶ping Airport","57,75759888","14,06869984",741,"EU","SE","SE-F","JÃ¶nkÃ¶ping","yes","ESGJ","JKG","ESGJ",,"http://www.lfv.se/templates/LFV_AirportStartPage____1672.aspx","https://en.wikipedia.org/wiki/J%C3%B6nk%C3%B6ping_Airport",
2652,"ESGP","medium_airport","SÃ¤ve Airport","57,7747","11,8704",59,"EU","SE","SE-Q","GÃ¶teborg","no","ESGP","GSE","ESGP",,"https://www.saveflygplats.com/","https://en.wikipedia.org/wiki/S%C3%A4ve_Airport","GÃ¶teborg City Airport, Gothenburg City Airport"
2653,"ESGR","medium_airport","SkÃ¶vde Airport","58,456402","13,9727",324,"EU","SE","SE-Q","SkÃ¶vde","no","ESGR","KVB","ESGR",,,"https://en.wikipedia.org/wiki/Sk%C3%B6vde_Airport",
2654,"ESGT","medium_airport","TrollhÃ¤ttan-VÃ¤nersborg Airport","58,31809998","12,34500027",137,"EU","SE","SE-Q","TrollhÃ¤ttan","yes","ESGT","THN","ESGT",,,"https://en.wikipedia.org/wiki/Trollh%C3%A4ttan-V%C3%A4nersborg_Airport",
2658,"ESKK","medium_airport","Karlskoga Airport","59,345901","14,4959",407,"EU","SE","SE-T","Karlskoga","no","ESKK","KSK","ESKK",,"https://karlskoga-airport.se/","https://en.wikipedia.org/wiki/Karlskoga_Airport",
2659,"ESKM","medium_airport","Mora Airport","60,957901","14,5114",634,"EU","SE","SE-W","Mora","yes","ESKM","MXX","ESKM",,,"https://en.wikipedia.org/wiki/Mora-Siljan_Airport",
2660,"ESKN","medium_airport","Stockholm Skavsta Airport","58,788601","16,912201",140,"EU","SE","SE-D","NykÃ¶ping","yes","ESKN","NYO","ESKN",,,"https://en.wikipedia.org/wiki/Stockholm-Skavsta_Airport",
2664,"ESMK","medium_airport","Kristianstad Airport","55,9217","14,0855",76,"EU","SE","SE-M","Kristianstad","no","ESMK","KID","ESMK",,"https://kidairport.com","https://en.wikipedia.org/wiki/Kristianstad_Airport",
2668,"ESMQ","medium_airport","Kalmar Airport","56,685501","16,2876",17,"EU","SE","SE-H","Kalmar","yes","ESMQ","KLR","ESMQ",,,"https://en.wikipedia.org/wiki/Kalmar_Airport",
2669,"ESMS","medium_airport","MalmÃ¶ Sturup Airport","55,535564","13,376327",236,"EU","SE","SE-M","MalmÃ¶","yes","ESMS","MMX","ESMS",,"http://www.swedavia.com/malmo/","https://en.wikipedia.org/wiki/Malm%C3%B6_Airport",
2670,"ESMT","medium_airport","Halmstad Airport","56,69110107","12,82019997",101,"EU","SE","SE-N","Halmstad","yes","ESMT","HAD","ESMT",,,"https://en.wikipedia.org/wiki/Halmstad_Airport",
2672,"ESMX","medium_airport","VÃ¤xjÃ¶ Kronoberg Airport","56,92910004","14,72799969",610,"EU","SE","SE-G","VÃ¤xjÃ¶","yes","ESMX","VXO","ESMX",,,"https://en.wikipedia.org/wiki/V%C3%A4xj%C3%B6_Airport",
2676,"ESNG","medium_airport","GÃ¤llivare Airport","67,13240051","20,81459999",1027,"EU","SE","SE-BD","GÃ¤llivare","yes","ESNG","GEV","ESNG",,,"https://en.wikipedia.org/wiki/G%C3%A4llivare_Airport",
2679,"ESNK","medium_airport","Kramfors-SollefteÃ¥ HÃ¶ga Kusten Airport","63,048599","17,7689",34,"EU","SE","SE-Y","Nyland","yes","ESNK","KRF","ESNK",,,"https://en.wikipedia.org/wiki/Kramfors_Airport",
2680,"ESNL","medium_airport","Lycksele Airport","64,548302","18,7162",705,"EU","SE","SE-AC","Lycksele","yes","ESNL","LYC","ESNL",,,"https://en.wikipedia.org/wiki/Lycksele_Airport",
2682,"ESNN","medium_airport","Sundsvall-HÃ¤rnÃ¶sand Airport","62,52809906","17,44389915",16,"EU","SE","SE-Y","Sundsvall/ HÃ¤rnÃ¶sand","yes","ESNN","SDL","ESNN",,,"https://en.wikipedia.org/wiki/Sundsvall-H%C3%A4rn%C3%B6sand_Airport",
2683,"ESNO","medium_airport","ÃrnskÃ¶ldsvik Airport","63,40829849","18,98999977",354,"EU","SE","SE-Y","ÃrnskÃ¶ldsvik","yes","ESNO","OER","ESNO",,,"https://en.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsvik_Airport",
2685,"ESNQ","medium_airport","Kiruna Airport","67,8219986","20,33679962",1508,"EU","SE","SE-BD","Kiruna","yes","ESNQ","KRN","ESNQ",,"https://www.swedavia.com/kiruna/","https://en.wikipedia.org/wiki/Kiruna_Airport",
2687,"ESNS","medium_airport","SkellefteÃ¥ Airport","64,62480164","21,07690048",157,"EU","SE","SE-AC","SkellefteÃ¥","yes","ESNS","SFT","ESNS",,,"https://en.wikipedia.org/wiki/Skellefte%C3%A5_Airport",
2689,"ESNU","medium_airport","UmeÃ¥ Airport","63,79180145","20,28280067",24,"EU","SE","SE-AC","UmeÃ¥","yes","ESNU","UME","ESNU",,"https://www.swedavia.com/umea/","https://en.wikipedia.org/wiki/Ume%C3%A5_Airport",
2690,"ESNV","medium_airport","Vilhelmina South Lapland Airport","64,579102","16,833599",1140,"EU","SE","SE-AC","Vilhelmina","yes","ESNV","VHM","ESNV",,,"https://en.wikipedia.org/wiki/Vilhelmina_Airport",
2691,"ESNX","medium_airport","Arvidsjaur Airport","65,59030151","19,28190041",1245,"EU","SE","SE-BD","Arvidsjaur","yes","ESNX","AJR","ESNX",,,"https://en.wikipedia.org/wiki/Arvidsjaur_Airport",
2692,"ESNY","medium_airport","SÃ¶derhamn Airport","61,261501","17,0991",88,"EU","SE","SE-X","SÃ¶derhamn","no","ESNY","SOO","ESNY",,"http://www.flygstaden.se/flygf-ltet","https://en.wikipedia.org/wiki/S%C3%B6derhamn_Airport",
29358,"ESNZ","medium_airport","Ãre Ãstersund Airport","63,194135","14,500322",1233,"EU","SE","SE-Z","Ãstersund","yes","ESNZ","OSD","ESNZ",,"https://www.swedavia.com/ostersund/","https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport","F4 FrÃ¶sÃ¶n Air Base, ESPC"
2693,"ESOE","medium_airport","Ãrebro Airport","59,22370148","15,03800011",188,"EU","SE","SE-T","Ãrebro","yes","ESOE","ORB","ESOE",,,"https://en.wikipedia.org/wiki/%C3%96rebro_Airport",
2695,"ESOK","medium_airport","Karlstad Airport","59,444698","13,3374",352,"EU","SE","SE-S","Karlstad","yes","ESOK","KSD","ESOK",,"https://www.ksdarprt.se/","https://en.wikipedia.org/wiki/Karlstad_Airport",
2696,"ESOW","medium_airport","Stockholm VÃ¤sterÃ¥s Airport","59,58940125","16,63360023",21,"EU","SE","SE-U","Stockholm / VÃ¤sterÃ¥s","yes","ESOW","VST","ESOW",,,"https://en.wikipedia.org/wiki/Stockholm-V%C3%A4ster%C3%A5s_Airport",
2697,"ESPA","medium_airport","LuleÃ¥ Airport","65,5438","22,122",65,"EU","SE","SE-BD","LuleÃ¥","yes","ESPA","LLA","ESPA",,"https://www.swedavia.com/lulea/","https://en.wikipedia.org/wiki/Lule%C3%A5_Airport","Kallax Air Base"
2701,"ESSA","large_airport","Stockholm-Arlanda Airport","59,64849","17,928829",137,"EU","SE","SE-AB","Stockholm","yes","ESSA","ARN","ESSA",,"http://www.swedavia.se/arlanda/","https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport",
2702,"ESSB","medium_airport","Stockholm-Bromma Airport","59,35440063","17,94169998",47,"EU","SE","SE-AB","Stockholm","yes","ESSB","BMA","ESSB",,,"https://en.wikipedia.org/wiki/Stockholm-Bromma_Airport",
2703,"ESSD","medium_airport","Dala Airport","60,422001","15,5152",503,"EU","SE","SE-W","Borlange","yes","ESSD","BLE","ESSD",,"https://www.dalaflyget.se/","https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport",
2705,"ESSK","medium_airport","GÃ¤vle Sandviken Airport","60,5933","16,951401",224,"EU","SE","SE-X","GÃ¤vle / Sandviken","no","ESSK","GVX","ESSK",,,"https://en.wikipedia.org/wiki/G%C3%A4vle-Sandviken_Airport",
2706,"ESSL","medium_airport","LinkÃ¶ping City Airport","58,40620041","15,68050003",172,"EU","SE","SE-E","LinkÃ¶ping","yes","ESSL","LPI","ESSL",,"http://www.linkopingsflygplats.se/","https://en.wikipedia.org/wiki/Link%C3%B6ping_SAAB_Airport",
2707,"ESSP","medium_airport","NorrkÃ¶ping Airport","58,5862999","16,25060081",32,"EU","SE","SE-E","NorrkÃ¶ping","yes","ESSP","NRK","ESSP",,,"https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport","Kungsangen"
2708,"ESST","medium_airport","Torsby Airport","60,1576","12,9913",393,"EU","SE","SE-S","Torsby","yes","ESST","TYF","ESST",,"http://www.torsbyflygplats.se","https://en.wikipedia.org/wiki/Torsby_Airport",
2709,"ESSU","medium_airport","Eskilstuna Airport","59,351101","16,708401",139,"EU","SE","SE-D","Eskilstuna","no","ESSU","EKT","ESSU",,"https://www.eskilstunaflygplats.se/","https://en.wikipedia.org/wiki/Eskilstuna_Airport",
2710,"ESSV","medium_airport","Visby Airport","57,66279984","18,34620094",164,"EU","SE","SE-I","Visby","yes","ESSV","VBY","ESSV",,"https://www.swedavia.com/visby/","https://en.wikipedia.org/wiki/Visby_Airport",
2711,"ESTA","medium_airport","Ãngelholm-Helsingborg Airport","56,29610062","12,84710026",68,"EU","SE","SE-M","Ãngelholm","yes","ESTA","AGH","ESTA",,"http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx","https://en.wikipedia.org/wiki/%C3%84ngelholm-Helsingborg_Airport","ESDB, Ãngelholm Air Base"
2713,"ESUD","medium_airport","Storuman Airport","64,960899","17,6966",915,"EU","SE","SE-AC","Storuman","no","ESUD","SQO","ESUD",,,"https://en.wikipedia.org/wiki/Storuman_Airport",
2717,"ETAD","medium_airport","Spangdahlem Air Base","49,976507","6,698413",1197,"EU","DE","DE-RP","Trier","no","ETAD","SPM","ETAD",,"http://www.spangdahlem.af.mil/","https://en.wikipedia.org/wiki/Spangdahlem_Air_Base",
2718,"ETAR","medium_airport","Ramstein Air Base","49,436901","7,60028",776,"EU","DE","DE-RP","Ramstein-Miesenbach","no","ETAR","RMS","ETAR",,"http://www.ramstein.af.mil/","https://en.wikipedia.org/wiki/Ramstein_Air_Base","Landstuhl Air Base"
2721,"ETHB","medium_airport","BÃ¼ckeburg Air Base","52,2785","9,08217",230,"EU","DE","DE-NI","BÃ¼ckeburg","no","ETHB",,"ETHB",,,"https://en.wikipedia.org/wiki/B%C3%BCckeburg_Air_Base",
2722,"ETHC","medium_airport","Celle Army Airfield","52,591202","10,0221",129,"EU","DE","DE-NI","Celle","no","ETHC",,"ETHC",,,"https://en.wikipedia.org/wiki/Celle_Air_Base","ZCN"
2724,"ETHF","medium_airport","Fritzlar Army Airfield","51,1146","9,286",565,"EU","DE","DE-HE","Fritzlar","no","ETHF","FRZ","ETHF",,,"https://en.wikipedia.org/wiki/Fritzlar_Air_Base","Heeresflugplatz Fritzlar"
